,rAB,rBC,rCD,rAC,rBD,rAD,C1,C2,C3,C4,lg
1,0.5,0.018554323,0.5,0.5,0.5,0.027816658,1,1,1.907262482,0.000119766,1
2,0.024783292,0.033024044,0.5,0.035770961,0.5,0.5,13.46235084,1,1,13.46235084,1
3,0.009174546,0.021406956,0.039755571,0.018348854,0.030581264,0.027523161,31.14232282,17.96687375,0.000326834,0.007633832,1
4,0.003061827,0.033987269,0.039138933,0.030925895,0.011271361,0.008213491,29.42060498,23.24975852,0.014617617,0.430090956,1
5,0.043624587,0.043624587,0.5,0.076320139,0.5,0.5,2.871370027,1,1,2.871370027,1
6,0.025179074,0.048180412,0.04805065,0.023052391,0.015845632,0.025048563,20.73428099,17.36111306,14.19265172,294.523314,1
7,0.009146576,0.012195355,0.02743925,0.009146576,0.02743925,0.024390471,54.66526777,18.22207258,0.000474984,0.019473989,1
8,0.017464052,0.074484954,0.033956409,0.057175047,0.05306316,0.035691215,13.36628078,10.94759068,0.057909517,0.037609449,1
9,0.047117069,0.024095407,0.035590207,0.023057861,0.059605026,0.038762627,21.20778866,0.046986513,5.942457879,0.773633966,1
10,0.019267439,0.045731707,0.094512195,0.052801747,0.12195122,0.129017587,6.921430348,2.116129032,0.002243288,0.01350406,1
11,0.029899022,0.029621606,0.017548036,0.015617348,0.030446293,0.024039313,24.78571152,16.08629883,7.240448913,244.4248799,1
12,0.5,0.5,0.5,0.049395758,0.015618726,0.5,1.901208483,1.968762549,1.86999269,3.739963721,1
13,0.073785256,0.014083318,0.018892106,0.068638301,0.024064304,0.049917904,9.252963893,16.7462247,10.30008256,0.183373272,1
14,0.03051429,0.021672964,0.033494768,0.02909591,0.034913148,0.015859807,17.45812633,13.95076594,12.95230059,4.89E-05,1
15,0.033820643,0.022377094,0.014207627,0.026929402,0.02534177,0.025486723,19.33670518,17.68174405,4.586135953,0.000544578,1
16,0.042079208,0.029712968,0.00743563,0.012366371,0.037128713,0.01980198,23.76465359,0.045001428,0.031790528,1.069143004,1
17,0.021236114,0.036253723,0.03461466,0.044540113,0.014501286,0.026768227,8.41013319,22.45861584,13.75441094,227.0383542,1
18,0.129110486,0.059540234,1.66E-05,0.071413753,0.059523657,0.071429964,7.62539818,16.79110738,7.656102257,128.5869836,1
19,0.02142724,0.5,0.018752546,0.5,0.5,0.5,1,1,0.001211939,0.001211939,1
20,0.5,0.027397711,0.027397711,0.5,0.054794945,0.5,1,0.000317623,1,0.000317623,1
21,0.009174312,0.042047224,0.017802524,0.032875421,0.032110092,0.032110092,23.7795313,18.52900812,28.08590563,667.869672,1
22,0.011730322,0.014662872,0.00293267,0.00293267,0.011730322,1.19E-07,68.19911526,68.19807568,0.001732635,0.059082377,1
23,0.5,0.5,0.008985195,0.026894549,0.5,0.023909657,1.946210901,1,1,0.66779881,1
24,0.023041475,0.016167102,0.00696272,0.020787597,0.013824885,0.01843318,24.72522617,41.33065996,0.038071049,0.00146668,1
25,0.5,0.017485811,0.017485811,0.5,0.029953878,0.5,1,8.205536138,1,8.205536138,1
26,0.5,0.5,0.005571502,0.019499065,0.5,0.01392804,1.961001869,1,1,8.56E-05,1
27,0.043345605,0.030305298,0.055491833,0.073571646,0.025186583,0.018223953,0.03016823,18.02065532,10.47412567,0.543320568,1
28,0.029130763,0.035142044,0.036611044,0.017375277,0.024538013,0.030446307,22.90556969,18.34896436,13.21066548,345.882059,1
29,0.005174864,0.012919897,0.028423773,0.007758844,0.025839793,0.020664968,77.29671228,21.10909091,0.046819563,8.77E-07,1
30,0.5,0.028509792,0.03483852,0.5,0.056989066,0.5,1,3.201266553,1,3.201266553,1
31,0.012285477,0.031941478,0.029484478,0.034398478,0.041769479,0.044226479,12.52302343,10.43583598,0.000658195,0.01030314,1
32,0.019498836,0.011142294,0.013927808,0.013927808,0.019498836,0.02228435,38.4635594,17.95008537,0.000438954,0.019697631,1
33,0.023952502,0.01199151,0.5,0.026344701,0.5,0.5,16.71034144,1,1,16.71034144,1
34,0.5,0.06823453,0.03130722,0.5,0.054031719,0.5,1,10.65193301,1,10.65193301,1
35,0.00738928,0.002463173,0.002463173,0.009852334,1.19E-07,0.00738928,0.003274787,405.9706237,0.003274787,0.664749808,1
36,0.019324588,0.028986406,0.067633675,0.038648223,0.043479132,0.053140949,8.625158315,13.55320348,3.696565918,63.76378576,1
37,0.048518381,0.040432143,0.013478017,0.040432143,0.043127556,0.048518381,12.36639856,9.893293852,4.12258657,101.9540798,1
38,0.015283592,0.01249822,0.018091839,0.013875013,0.016671642,0.02087721,36.40185963,30.77719027,5.115174522,409.2721534,1
39,0.035234799,0.015463918,0.018041237,0.03008016,0.023195876,0.037789259,18.92068841,18.47619048,0.017980877,6.89E-16,1
40,0.015902705,0.015904723,0.041558442,0.020779221,0.03668394,0.041558442,21.80107003,15.71860442,1.76E-05,0.000653357,1
41,0.002487799,0.034826092,0.039801214,0.032338531,0.05472658,0.052239019,28.71272692,7.178568708,0.001203922,0.017284773,1
42,0.00952381,0.025396825,0.004765754,0.022222222,0.023806681,0.023806681,26.25,26.25644436,104.9151956,2754.023885,1
43,0.014150828,0.015224253,0.006000936,0.029375081,0.016238629,0.030386394,4.98E-11,27.29078802,0.018033619,7.63E-13,1
44,0.009888101,0.023685198,0.026265949,0.023820536,0.049885279,0.05002021,20.82129597,0.052938262,0.008677433,0.166609332,1
45,0.010444098,0.013055062,0.010444098,0.002611203,0.013055062,0.007833133,76.59776332,38.29931881,23.9375114,1833.538905,1
46,0.01546438,0.005155111,0.5,0.020619014,0.5,0.5,0.002990677,1,1,0.002990677,1
47,0.026178252,0.018859698,0.028778137,0.026279712,0.033077225,0.047720505,18.99707173,13.41381048,4.844141425,255.5228247,1
48,0.038690476,0.014418772,0.035249623,0.047156366,0.026785714,0.05952381,5.335374325,22.51096755,0.000183456,0.01272322,1
49,0.017074932,0.5,0.5,0.5,0.054004496,0.042641553,1,1.891991008,1,0.334524849,1
50,0.057801647,0.038278671,4.66E-10,0.084699454,0.038278671,0.084699454,2.571865088,13.06210436,8.650272553,112.9907628,1
51,0.012469758,0.009975997,0.029926084,0.017457279,0.034913605,0.037407366,20.05042141,8.354714981,6.683899777,0.064043621,1
52,0.029024645,0.029024645,0.036940197,0.021109093,0.039578715,0.042217232,21.92478686,12.30494103,4.922243253,169.5807436,1
53,0.011680716,0.008174623,0.017285008,0.019853774,0.020853816,0.032525372,0.008189777,16.29818173,0.019184101,0.022851042,1
54,0.024862785,0.019337933,0.04696219,0.02762521,0.055249467,0.04696219,17.23760859,6.084146695,7.098044741,0.010559222,1
55,0.017454629,0.05875491,0.08074925,0.054997101,0.022248819,0.039682904,10.34202999,12.35719716,7.520518588,127.9749774,1
56,0.017448575,0.5,0.014960167,0.5,0.5,0.5,1,1,0.000474273,0.000474273,1
57,0.064482088,0.5,0.018076065,0.5,0.5,0.5,1,1,0.015696931,0.015696931,1
58,0.020333847,0.5,0.5,0.5,0.017795931,0.027947595,1,1.964408139,1,1.499249587,1
59,0.5,0.5,0.5,0.027957702,0.01526311,0.5,1.944084596,1.96947378,1.913561077,3.827119453,1
60,0.013511434,0.5,0.016207773,0.5,0.5,0.5,1,1,0.00031889,0.00031889,1
61,0.004941217,0.5,0.5,0.5,0.017256112,0.017256112,1,1.965487776,1,1,1
62,2.38E-07,0.5,0.5,0.5,0.00537658,0.00537658,1,1.98924684,1,1,1
63,0.005444525,0.021530307,0.008042896,0.016085791,0.024208829,0.018766756,46.44611855,15.48910815,0.027904756,1.296037778,1
64,0.010582477,0.015873478,0.018518978,0.015873478,0.018518978,0.018518978,31.49908378,26.99933054,0.001216566,0.03832072,1
65,0.032815402,0.5,0.5,0.5,0.027351254,0.01642296,1,1.945297491,1,0.666976659,1
66,0.028011204,0.030812325,0.014008953,0.025210084,0.016803978,0.011207786,19.47272727,32.45384287,0.007834958,0.252197469,1
67,0.5,0.016378294,0.019102923,0.5,0.013653664,0.5,1,34.88241674,1,34.88241674,1
68,0.026291381,0.5,0.021516529,0.5,0.5,0.5,1,1,0.002464801,0.002464801,1
69,0.5,0.018585989,0.5,0.5,0.5,0.007973931,1,1,1.946880263,2.80E-06,1
70,0.030477609,0.035503955,0.032050768,0.040296565,0.067370609,0.072143405,11.86839342,0.080898686,0.04665011,0.514144788,1
71,0.047323961,0.017945308,0.02425725,0.065165516,0.020431346,0.067633903,0.061085164,25.00691567,0.04416531,1.016337353,1
72,0.026414131,0.5,0.5,0.5,0.044882661,0.060712829,1,1.910234678,1,1.59930679,1
73,0.010958812,0.021887107,0.5,0.01642296,0.5,0.5,34.23494082,1,1,34.23494082,1
74,0.016587678,0.011848341,0.029066601,0.014218009,0.036174855,0.038534347,36.17142857,6.881838807,0.012109854,0.065667299,1
75,0.5,0.022007198,0.030248453,0.5,0.030248453,0.5,1,16.52977078,1,16.52977078,1
76,0.019608072,0.007353176,0.014706114,0.012255135,0.022059051,0.02696101,50.9985774,0.001102395,0.000413406,0.028110743,1
77,0.014493968,0.014492754,0.005797101,1.21E-06,0.020289855,0.005798172,68.99421737,6.77E-10,0.000857321,2.33E-08,1
78,0.003300804,0.5,0.5,0.5,0.026403092,0.023102765,1,1.947193816,1,0.000144461,1
79,0.026106993,0.01896694,0.01416916,0.016549568,0.004798368,0.021310025,28.80261125,52.72222345,25.58586197,1348.967394,1
80,0.045330123,0.020204498,0.042713568,0.040201005,0.033719845,0.067839196,13.83031986,16.91657672,3.647073575,180.5069427,1
81,0.012862201,0.019293063,0.012862201,0.012862201,0.025723925,0.019293063,38.87359587,12.95850581,0.001441151,0.037348945,1
82,0.024937656,0.014962145,0.00748364,0.024939614,0.02244389,0.032418953,20.04737597,0.008457836,0.008510184,0.068889928,1
83,0.5,0.5,0.5,0.019426594,0.033281556,0.5,1.961146813,1.933436887,1.894592804,3.789176505,1
84,0.5,0.5,0.017320528,0.017320528,0.5,0.017320528,1.965358943,1,1,1,1
85,0.036420233,0.036420233,0.5,0.031226062,0.5,0.5,15.68657931,1,1,15.68657931,1
86,0.008798949,0.067892412,0.031135505,0.064567663,0.098213201,0.094894682,10.14735987,0.192707764,0.017401581,0.211897327,1
87,0.041322751,0.030303478,0.01101975,0.055096843,0.024793842,0.049587206,6.600016678,24.74927717,0.000523575,0.008638864,1
88,0.062526703,0.062526703,0.5,0.009645315,0.5,0.5,14.7596209,1,1,14.7596209,1
89,0.037825311,0.5,0.060502091,0.5,0.5,0.5,1,1,0.030504623,0.030504623,1
90,0.015152887,0.023320044,0.029144909,0.029144909,0.015152887,0.020973743,13.19881098,27.44904416,0.004539805,8.29E-13,1
91,0.021214157,0.019073569,0.038147139,0.037562931,0.024523161,0.042998142,3.367023774,22.46938776,0.00888458,1.11E-10,1
92,0.028807765,0.080211984,0.023202624,0.086124931,0.084850569,0.090763516,4.954027176,4.987307124,1.28E-07,8.00E-07,1
93,0.054054267,0.010811044,0.037838058,0.048648864,0.043243461,0.081081281,13.87484342,6.607250084,5.83E-05,0.002695589,1
94,0.05143893,0.057944071,0.023067094,0.021606955,0.037464675,0.020671122,14.72465363,16.29000725,8.235481068,142.1281049,1
95,0.02539757,0.045157356,0.036521374,0.034517321,0.027216051,0.019367605,15.71105153,16.51176085,1.504816451,33.32378812,1
96,0.025732637,0.034223407,0.041234886,0.016146212,0.021560201,0.030882059,24.87333719,19.09656959,15.45978347,414.4923716,1
97,0.5,0.047165061,0.5,0.5,0.5,0.020978716,1,1,1.863747201,0.000368436,1
98,0.043336384,0.009990545,0.023446201,0.041737743,0.024699331,0.056791561,13.38385099,18.65053599,0.170258564,17.01837174,1
99,0.041837556,0.021937317,0.019335956,0.063681112,0.008207037,0.050013786,0.051079206,38.9767483,0.041978244,1.843630569,1
100,0.5,0.5,0.010782549,0.032286613,0.5,0.037662629,1.935426774,1,1,1.498584863,1
101,0.023437954,0.03906294,0.013021298,0.046875432,0.041667104,0.049479596,8.533324109,10.23997851,0.000781207,0.009999337,1
102,0.025239063,0.005632417,0.5,0.025239063,0.5,0.5,19.81056118,1,1,19.81056118,1
103,0.018421512,0.021053088,0.028947818,0.034210971,0.023684665,0.036842547,6.786006173,21.59047623,0.000447094,0.010618256,1
104,0.035928586,0.008982504,0.029940568,0.044910614,0.026946559,0.050898632,0.000738759,22.26603778,5.566731077,0.012337084,1
105,0.027135275,0.061073062,0.032582459,0.088205186,0.070368163,0.097500287,0.000950564,5.851357999,1.98E-11,1.62E-10,1
106,0.019218634,0.05168451,0.061412681,0.068324308,0.012307008,0.026344079,1.298108106,15.87704866,1.102601779,2.03E-05,1
107,0.038517879,0.043645458,0.5,0.041081668,0.5,0.5,12.21846536,1,1,12.21846536,1
108,0.5,0.03794082,0.013550599,0.5,0.024390697,0.5,1,26.356373,1,26.356373,1
109,0.013148976,0.5,0.016428785,0.5,0.5,0.5,1,1,0.000311331,0.000311331,1
110,0.5,0.031116703,0.025935672,0.5,0.051840827,0.5,1,3.228833905,1,3.228833905,1
111,0.059313061,0.069188398,0.5,0.084001405,0.5,0.5,5.421842954,1,1,5.421842954,1
112,0.034782831,0.023188633,0.008695886,0.023188633,0.020290084,0.020290084,21.56228858,28.74952105,0.000394123,0.008498185,1
113,0.021915984,0.02235428,0.052313732,0.023284259,0.074464115,0.075374114,21.41796107,0.087177307,0.050796972,0.941287329,1
114,0.040713344,0.03816882,0.022901673,0.043257869,0.050891442,0.050891442,11.46227382,5.82239091,2.729505704,0.006699268,1
115,0.027472753,0.010989244,0.016483747,0.027472753,0.027472753,0.043956261,18.19985073,0.000658092,0.00026324,0.011977169,1
116,0.020780135,0.028572328,0.038961918,0.023377532,0.036364521,0.036364521,21.87411081,13.99964508,3.208702637,112.2907517,1
117,0.027231631,0.5,0.5,0.5,0.03266575,0.038099869,1,1.934668499,1,1.199551733,1
118,0.5,0.017270845,0.024659556,0.5,0.022196652,0.5,1,23.16758478,1,23.16758478,1
119,0.019859336,0.019859336,0.5,0.022692024,0.5,0.5,21.58587785,1,1,21.58587785,1
120,0.033926754,0.5,0.5,0.5,0.041190233,0.070244149,1,1.917619534,1,1.856371845,1
121,0.106747762,0.106747762,0.5,0.059607115,0.5,0.5,6.752403018,1,1,6.752403018,1
122,0.02821776,0.016987781,0.02034337,0.022555171,0.02600596,0.031567152,23.62577827,16.38536027,0.005398174,5.46E-17,1
123,0.045757504,0.030162413,0.016241299,0.044585165,0.027842227,0.042277256,11.35188183,18.94505495,0.008259798,0.273843726,1
124,0.020895751,0.005970385,0.008955458,0.014925604,0.014925604,0.023880824,47.85566409,0.002229564,0.000637036,0.053349702,1
125,0.5,0.5,0.5,0.008777997,0.052523822,0.5,1.982444006,1.894952355,1.87740553,3.754801892,1
126,0.031545741,0.012620367,2.09E-06,0.031547812,0.012618297,0.031545741,15.84739953,78.85402802,7.04E-07,5.55E-05,1
127,0.022038568,0.024065525,0.029577014,0.035086669,0.016528926,0.027548209,10.38655093,26.07075294,0.001430398,7.76E-05,1
128,0.055163912,0.028676551,0.011587958,0.04976299,0.017097001,0.038175965,10.7709848,34.85904615,0.007306439,0.025447756,1
129,0.023622502,0.018373163,0.039370518,0.015748493,0.041995187,0.044619857,30.23727827,10.88563991,2.82239012,153.6078455,1
130,0.5,0.023158846,0.5,0.5,0.5,0.011594237,1,1,1.930494497,1.43E-05,1
131,0.008512438,0.013845772,0.021333333,0.010666667,0.024477585,0.021333333,49.59874697,18.11505221,0.095962484,6.930812467,1
132,2.38E-07,0.5,0.5,0.5,0.013550367,0.013550367,1,1.972899265,1,1,1
133,0.5,0.5,0.5,0.012987498,0.018170611,0.5,1.974025004,1.963658777,1.937684152,3.875367934,1
134,0.012469293,0.007481766,0.5,0.004988003,0.5,0.5,80.19445395,1,1,80.19445395,1
135,0.5,0.5,0.011425833,0.011425833,0.5,0.011425833,1.977148333,1,1,1,1
136,0.5,0.5,0.5,0.018536857,0.009275874,0.5,1.962926285,1.981448251,1.94437469,3.888749227,1
137,0.03000144,0.021827552,0.5,0.013653664,0.5,0.5,29.14779083,1,1,29.14779083,1
138,0.024064625,0.018717037,0.016043242,0.032086008,0.018717037,0.032086008,11.87301879,26.71363061,0.000617545,0.016496878,1
139,0.027729658,0.011110174,0.5,0.027729658,0.5,0.5,18.03123581,1,1,18.03123581,1
140,0.5,0.011729705,0.5,0.5,0.5,0.014654686,1,1,1.947231343,5.32E-06,1
141,0.021658583,0.5,0.016251356,0.5,0.5,0.5,1,1,0.000939509,0.000939509,1
142,0.015873247,0.010582244,0.013227745,0.010582244,0.018518748,0.018518748,47.24895798,18.90009417,0.000567752,0.02682568,1
143,0.014749494,0.017699345,0.023599047,0.00295009,0.029498749,0.020649196,56.49880922,14.12495917,8.475123909,478.8286039,1
144,0.013774337,0.013774337,0.013774337,0.011019517,0.016529156,0.013774337,43.55914113,29.03963686,0.000628302,0.022806993,1
145,0.011049957,0.008287527,0.005525098,0.008287527,0.008287527,0.008287527,60.33162641,60.33162641,0.001952583,0.117802522,1
146,0.5,0.017647519,0.029412213,0.5,0.011765171,0.5,1,33.99902187,1,33.99902187,1
147,0.023018358,0.012788188,0.030690985,0.015345731,0.038363612,0.035806069,34.75438275,6.516936112,3.620580063,0.013195198,1
148,0.018919378,0.032432878,0.029730178,0.024324778,0.024324778,0.010811277,22.02334021,19.62087492,4.805425084,0.006534619,1
149,0.063107629,0.021845572,0.016991213,0.06068045,0.014564033,0.05339891,8.803264127,32.69649704,4.527603329,103.6274831,1
150,0.011799643,0.023599047,0.017699345,0.017699345,0.011799643,0.005899941,31.78073002,35.31196981,0.0005708,0.012093711,1
151,0.014970291,0.023952323,0.032934354,0.00898227,0.038922376,0.023952323,41.74927188,11.38632442,0.000241786,0.00504723,1
152,0.017804384,0.020771742,0.008902311,0.020771742,0.011869669,0.011869669,24.07116376,48.14168285,0.000752108,0.018104121,1
153,0.125079082,0.099456808,0.043736128,0.08517178,0.07230861,0.056367129,5.601466582,8.147893909,2.500576309,11.8100356,1
154,0.04953441,0.048233623,0.095046427,0.012104979,0.050797771,0.096347214,17.92696128,10.08655473,8.674266802,179.8385911,1
155,0.036193081,0.013955057,0.039274119,0.037692889,0.037774311,0.020212215,12.33006178,14.09928678,14.52737999,5.44E-06,1
156,0.011662095,0.033942717,0.020528241,0.028002135,0.039988373,0.034047791,22.23440612,10.39244554,3.46E-07,5.27E-06,1
157,0.025933539,0.035895217,0.07859443,0.015758771,0.092667992,0.083216138,24.74512856,3.867491116,2.621045653,73.01934019,1
158,0.047155979,0.064618866,0.029175337,0.051243685,0.045688054,0.024988578,9.93237033,12.75837548,4.733778118,16.03193094,1
159,0.039412526,0.5,0.023659423,0.5,0.5,0.5,1,1,0.006907459,0.006907459,1
160,0.023746929,0.052770662,0.058047704,0.076517352,0.010554323,0.034301014,9.51E-05,16.36581465,8.65E-05,0.000819398,1
161,0.031682358,0.031638515,0.03573867,0.055613619,0.009123752,0.027655109,3.844466579,25.75947765,4.774009412,37.45645495,1
162,0.018047436,0.048075633,0.5,0.048075633,0.5,0.5,10.40027908,1,1,10.40027908,1
163,0.5,0.5,0.021026611,0.04989624,0.5,0.04989624,1.90020752,1,1,1,1
164,0.033630078,0.5,0.5,0.5,0.040823445,0.055210178,1,1.91835311,1,1.427793615,1
165,0.011458391,0.5,0.5,0.5,0.022886265,0.022886265,1,1.954227469,1,1,1
166,0.5,0.5,0.5,0.036558494,0.047797913,0.5,1.926883011,1.904404174,1.831420475,3.662707661,1
167,0.026640156,0.039253574,0.03397334,0.018397729,0.03675698,0.015901136,22.70968317,13.67374675,6.031441954,76.82666048,1
168,0.02224581,0.074320608,0.012216031,0.068797398,0.07446864,0.068844856,8.397946035,6.64608497,0.185045951,4.41E-13,1
169,0.029789583,0.024102054,0.014113453,0.019968729,0.021221575,0.019800982,23.62351941,24.97908562,3.226110863,133.8520789,1
170,0.032181905,0.060086039,0.053399034,0.066082917,0.112125002,0.118032879,6.770764424,0.211945578,0.084461255,0.487348903,1
171,0.045255583,0.020407729,0.02759239,0.032842162,0.03641537,0.023367945,17.76875343,10.28661891,13.0880429,70.67831622,1
172,0.022411221,0.055426531,0.015516318,0.061014742,0.070746981,0.076326421,6.771587646,0.113874677,0.028719622,0.145312714,1
173,0.007537923,0.020100731,0.042713786,0.01758817,0.032663539,0.030150978,33.16602683,17.55866447,0.000370246,0.009209763,1
174,0.024752702,0.029703195,0.017326963,0.034653687,0.01237647,0.017326963,13.46659742,33.66618086,0.000277949,0.004678772,1
175,0.028944415,0.072315262,0.5,0.086772211,0.5,0.5,3.460729876,1,1,3.460729876,1
176,0.002519366,0.5,0.5,0.5,0.027708259,0.02518937,1,1.944583482,1,0.000189269,1
177,0.064187165,0.060134238,0.014598542,0.036496352,0.047968852,0.026763992,11.37675503,15.24363561,1.298321577,21.5898117,1
178,0.009738663,0.043717171,0.5,0.048571244,0.5,0.5,5.736496782,1,1,5.736496782,1
179,0.5,0.005028571,0.5,0.5,0.5,0.005028571,1,1,1.979885715,9.47E-09,1
180,0.015690022,0.029426737,0.0336023,0.036840159,0.012455213,0.014102422,8.963059932,25.57317722,5.468499277,7.89E-09,1
181,0.016278942,0.043491853,0.052833018,0.027215809,0.03200186,0.02569084,22.99076501,13.99661582,5.795899941,133.2327257,1
182,0.01642296,0.013690886,0.5,0.013690886,0.5,0.5,36.52064606,1,1,36.52064606,1
183,0.046591408,0.5,0.007368768,0.5,0.5,0.5,1,1,0.003039059,0.003039059,1
184,0.030275385,0.00849251,0.025695957,0.021788394,0.021871952,0.047452003,33.01939964,28.21999881,7.930044208,931.7156681,1
185,0.110827079,0.027729658,0.5,0.088667767,0.5,0.5,8.116786928,1,1,8.116786928,1
186,0.5,0.5,0.019589226,0.017144387,0.5,0.026923742,1.965711225,1,1,1.499221062,1
187,0.024524293,0.001523233,0.005710583,0.023001071,0.007231061,0.028711643,40.77575288,0.158321406,0.009795652,6.430763121,1
188,0.020156656,0.022160732,0.036875334,0.042293179,0.029647343,0.049756597,0.027098828,17.98169612,0.038350122,0.513257855,1
189,0.002413483,0.5,0.014406161,0.5,0.5,0.5,1,1,1.40E-05,1.40E-05,1
190,0.5,0.5,0.5,0.033137495,0.033137495,0.5,1.93372501,1.93372501,1.867487198,3.734937219,1
191,0.5,0.041709887,0.5,0.5,0.5,0.030595261,1,1,1.855447732,0.000695608,1
192,0.005540718,0.5,0.022118387,0.5,0.5,0.5,1,1,0.000191185,0.000191185,1
193,0.045418265,0.04885835,0.017203145,0.023158752,0.039429386,0.005990164,16.02431101,15.84268975,4.997030364,0.452560644,1
194,0.012720098,0.007644266,0.5,0.015258015,0.5,0.5,26.25755665,1,1,26.25755665,1
195,0.020882127,0.044083961,0.023202311,0.037123411,0.053364695,0.051044512,15.12257153,6.805289275,4.789177766,108.632064,1
196,0.023990818,0.030120482,0.069277108,0.030015611,0.075301205,0.075193999,16.67256376,5.773913043,0.000705959,6.28E-05,1
197,0.03652464,0.046256406,0.5,0.024359933,0.5,0.5,17.28948271,1,1,17.28948271,1
198,0.049180758,0.054645233,0.019126142,0.021858379,0.062841947,0.030055093,15.24982233,5.228628555,0.000253465,0.002319184,1
199,0.004409711,0.018561485,0.011600928,0.01415449,0.025522042,0.02343509,53.85841088,10.775,22.67861729,1221.735491,1
200,0.009090909,0.018181818,0.037567894,0.015151515,0.031507845,0.02847865,36.66666662,17.74524113,0.001621896,0.089203685,1
201,0.002551495,0.017857603,0.5,0.020408621,0.5,0.5,0.005232657,1,1,0.005232657,1
202,0.5,0.5,0.5,0.023025909,0.014402312,0.5,1.953948182,1.971195376,1.925144721,3.850288279,1
203,0.030985801,0.016629427,0.069887751,0.041969107,0.058925482,0.028093776,5.478733408,11.8705286,12.96999955,0.016713653,1
204,0.5,0.5,0.015736365,0.015736365,0.5,0.010501083,1.96852727,1,1,0.667313101,1
205,0.021184333,0.5,0.051405339,0.5,0.5,0.5,1,1,0.010829067,0.010829067,1
206,0.014979892,0.027164033,0.022355146,0.03808012,0.041229416,0.047235624,4.993441308,6.825593323,7.387255891,1.038172864,1
207,0.5,0.023466587,0.03127861,0.5,0.044298649,0.5,1,7.116155804,1,7.116155804,1
208,0.017939872,0.020924765,0.5,0.020924765,0.5,0.5,23.89513141,1,1,23.89513141,1
209,0.5,0.025551002,0.03019109,0.5,0.027871046,0.5,1,18.0649411,1,18.0649411,1
210,0.5,0.016696167,0.016696167,0.5,0.011140951,0.5,1,39.91107842,1,39.91107842,1
211,0.073837023,0.014217903,0.011364919,0.059678126,0.025582567,0.04841189,13.51523777,0.000788652,13.48439071,3.17E-06,1
212,0.012638333,0.028113235,0.004647897,0.024765143,0.023468532,0.020122799,22.49679906,35.55821225,0.020078722,0.71420888,1
213,0.002386979,0.022777083,0.025481244,0.020390356,0.048189879,0.045803633,43.90146013,0.058966839,0.003956278,0.173693795,1
214,0.017478317,0.011709602,0.00234192,0.00578768,0.014051522,0.00578768,57.16741402,2.47E-16,28.60687289,7.07E-15,1
215,0.022023817,0.5,0.007351168,0.5,0.5,0.5,1,1,0.000269467,0.000269467,1
216,0.5,0.016513028,0.013765943,0.5,0.008271773,0.5,1,48.40632098,1,48.40632098,1
217,0.046181547,0.021567665,0.5,0.055411753,0.5,0.5,6.193328584,1,1,6.193328584,1
218,0.011299901,0.014124757,0.016949613,0.014124757,0.014124757,0.008475045,35.39883869,35.39883869,14.75022152,0.044065091,1
219,0.061457139,0.015249826,0.006928168,0.076572581,0.008321748,0.069669207,0.071693692,65.57409399,0.029011386,1.902404547,1
220,0.5,0.030869599,0.039271934,0.5,0.042072713,0.5,1,11.57659622,1,11.57659622,1
221,0.010782138,0.5,0.5,0.5,0.002695892,0.008086722,1,1.994608216,1,1.499977888,1
222,0.5,0.020319134,0.020319134,0.5,0.023217508,0.5,1,21.09729198,1,21.09729198,1
223,0.008958544,0.5,0.5,0.5,0.017886571,0.014910562,1,1.964226859,1,0.667802178,1
224,0.018846573,0.5,0.5,0.5,0.024222589,0.016158565,1,1.951554821,1,0.572122542,1
225,0.012671242,0.031517746,0.026482673,0.029867762,0.017661124,0.020026891,17.92981783,24.16469576,5.983506853,189.8456435,1
226,0.073220141,0.026315789,0.024122807,0.053932158,0.015350877,0.071036713,11.83378864,27.63636364,7.946350004,301.9536785,1
227,0.044586813,0.03732679,0.044619307,0.052917933,0.031651148,0.017222342,8.71116162,15.09909484,9.888850548,31.39834632,1
228,0.5,0.01693676,0.5,0.5,0.5,0.022572456,1,1,1.920983282,5.06E-05,1
229,0.020855233,0.004902269,0.066882003,0.025756975,0.061986747,0.04132731,0.002576873,14.94101069,14.88133055,7.03E-06,1
230,0.019446916,0.016667166,0.032074907,0.036101419,0.023155426,0.042589001,0.019534666,23.93074418,0.000543657,8.67E-18,1
231,0.5,0.028900146,0.010528564,0.5,0.023651123,0.5,1,25.92635171,1,25.92635171,1
232,0.5,0.014368888,0.011976616,0.5,0.007192073,0.5,1,55.64924724,1,55.64924724,1
233,0.035575825,0.079286336,0.5,0.071090615,0.5,0.5,7.759050192,1,1,7.759050192,1
234,0.5,0.5,0.086319667,0.068554254,0.5,0.022871763,1.862891493,1,1,0.470775404,1
235,0.066515821,0.010668166,0.5,0.061196997,0.5,0.5,11.26476126,1,1,11.26476126,1
236,0.045226998,0.032664208,0.015076302,0.057789788,0.027639092,0.047739556,6.803412464,20.40937667,3.685580722,0.010704722,1
237,0.5,0.0243005,0.039450166,0.5,0.033390299,0.5,1,15.83481408,1,15.83481408,1
238,0.5,0.5,0.5,0.015034816,0.017535666,0.5,1.969930368,1.964928667,1.934859546,3.869718581,1
239,0.020020933,0.024927937,0.039926644,0.028932008,0.04226749,0.046271562,16.04636914,11.3470028,6.71E-07,1.34E-05,1
240,0.5,0.5,0.016696167,0.033361816,0.5,0.0278066,1.933276367,1,1,0.66727594,1
